date,cto,cloud,tr_product_pillar_team,tr_subpillar_name,tr_product_id,tr_product,application,service_name,managed_service,environment,cost
2025-03-03,Infrastructure,Azure,Content,API,498,Content API,Content Management,API Gateway,Virtual Machines,PROD,172.39
2025-03-03,Infrastructure,AWS,Content,API,498,Content API,Content Management,API Gateway,Lambda,NON-PROD,41.02
2025-03-03,Engineering,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Compute Engine,PROD,121.29
2025-03-03,Engineering,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,BigQuery,PROD,213.08
2025-03-03,Engineering,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,SQL Database,PROD,309.55
2025-03-03,Engineering,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Functions,NON-PROD,47.69
2025-03-03,Infrastructure,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Virtual Machines,NON-PROD,133.13
2025-03-03,Technology,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,CosmosDB,PROD,172.95
2025-03-03,Infrastructure,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,SQL Database,NON-PROD,83.71
2025-03-03,Infrastructure,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,EC2,PROD,101.01
2025-03-03,Technology,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,S3,NON-PROD,38.49
2025-03-03,Infrastructure,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,CosmosDB,NON-PROD,65.84
2025-03-03,Infrastructure,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,RDS,PROD,237.02
2025-03-03,Infrastructure,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Firestore,PROD,273.25
2025-03-03,Infrastructure,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Blob Storage,PROD,149.47
2025-03-03,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,DynamoDB,NON-PROD,127.34
2025-03-03,Technology,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,BigQuery,NON-PROD,123.09
2025-03-03,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Blob Storage,PROD,258.32
2025-03-03,Infrastructure,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Blob Storage,NON-PROD,130.69
2025-03-04,Infrastructure,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Virtual Machines,PROD,243.85
2025-03-04,Engineering,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Firestore,NON-PROD,45.83
2025-03-04,Technology,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Functions,NON-PROD,128.3
2025-03-04,Engineering,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Blob Storage,PROD,282.98
2025-03-04,Engineering,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,SQL Database,PROD,178.29
2025-03-04,Engineering,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,Redshift,NON-PROD,121.68
2025-03-04,Infrastructure,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Run,NON-PROD,112.81
2025-03-04,Infrastructure,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Storage,PROD,280.41
2025-03-04,Technology,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,CosmosDB,PROD,183.95
2025-03-04,Infrastructure,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,CosmosDB,PROD,319.5
2025-03-04,Infrastructure,AWS,Content,API,498,Content API,Content Management,API Gateway,Redshift,NON-PROD,74.74
2025-03-04,Technology,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,CosmosDB,NON-PROD,117.04
2025-03-04,Engineering,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,S3,PROD,100.82
2025-03-04,Infrastructure,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Synapse,NON-PROD,47.45
2025-03-04,Infrastructure,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,RDS,PROD,206.83
2025-03-04,Technology,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Blob Storage,PROD,174.82
2025-03-04,Infrastructure,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,EC2,NON-PROD,86.1
2025-03-04,Engineering,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Storage,NON-PROD,132.58
2025-03-04,Technology,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,SQL Database,NON-PROD,111.65
2025-03-04,Technology,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Synapse,PROD,132.48
2025-03-04,Technology,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,RDS,NON-PROD,102.73
2025-03-04,Engineering,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Virtual Machines,NON-PROD,34.2
2025-03-04,Technology,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Functions,PROD,281.32
2025-03-04,Engineering,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Synapse,NON-PROD,101.85
2025-03-04,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Virtual Machines,PROD,326.11
2025-03-04,Engineering,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,CosmosDB,NON-PROD,113.23
2025-03-05,Infrastructure,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,CosmosDB,PROD,252.47
2025-03-05,Technology,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Virtual Machines,PROD,237.81
2025-03-05,Engineering,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Virtual Machines,NON-PROD,116.54
2025-03-05,Infrastructure,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,Fargate,PROD,251.69
2025-03-05,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Run,PROD,196.28
2025-03-05,Infrastructure,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,BigQuery,NON-PROD,43.84
2025-03-05,Engineering,GCP,Content,API,498,Content API,Content Management,API Gateway,BigQuery,PROD,225.4
2025-03-05,Engineering,Azure,Content,API,498,Content API,Content Management,API Gateway,Functions,NON-PROD,41.33
2025-03-05,Infrastructure,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Firestore,PROD,119.52
2025-03-05,Technology,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,BigQuery,NON-PROD,40.04
2025-03-05,Technology,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,DynamoDB,NON-PROD,84.32
2025-03-05,Engineering,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,RDS,PROD,198.62
2025-03-05,Infrastructure,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Blob Storage,PROD,300.51
2025-03-05,Infrastructure,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Lambda,NON-PROD,72.06
2025-03-05,Engineering,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Functions,NON-PROD,94.84
2025-03-05,Technology,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,S3,PROD,133.67
2025-03-05,Infrastructure,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Cloud Run,PROD,96.69
2025-03-05,Technology,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Functions,PROD,124.22
2025-03-05,Engineering,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,DynamoDB,NON-PROD,126.4
2025-03-05,Engineering,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Synapse,NON-PROD,53.48
2025-03-05,Technology,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Synapse,NON-PROD,70.41
2025-03-05,Technology,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Firestore,NON-PROD,121.35
2025-03-06,Engineering,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Lambda,PROD,225.72
2025-03-06,Infrastructure,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,BigQuery,PROD,255.82
2025-03-06,Infrastructure,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Cloud Run,NON-PROD,47.48
2025-03-06,Technology,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Synapse,NON-PROD,63.22
2025-03-06,Infrastructure,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,DynamoDB,NON-PROD,125.28
2025-03-06,Engineering,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,DynamoDB,NON-PROD,73.7
2025-03-06,Engineering,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,CosmosDB,NON-PROD,131.24
2025-03-06,Technology,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,DynamoDB,PROD,118.51
2025-03-06,Engineering,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Virtual Machines,PROD,296.9
2025-03-06,Technology,GCP,Content,API,498,Content API,Content Management,API Gateway,Cloud Functions,PROD,150.5
2025-03-06,Technology,AWS,Content,API,498,Content API,Content Management,API Gateway,RDS,NON-PROD,73.74
2025-03-06,Engineering,GCP,Content,API,498,Content API,Content Management,API Gateway,Firestore,NON-PROD,115.19
2025-03-06,Infrastructure,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,SQL Database,PROD,244.43
2025-03-06,Infrastructure,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,S3,NON-PROD,100.6
2025-03-06,Infrastructure,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Cloud Storage,NON-PROD,87.11
2025-03-06,Technology,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Functions,NON-PROD,38.15
2025-03-06,Infrastructure,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,RDS,NON-PROD,96.01
2025-03-06,Technology,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Redshift,NON-PROD,53.58
2025-03-06,Infrastructure,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Virtual Machines,NON-PROD,56.64
2025-03-06,Technology,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Functions,PROD,291.46
2025-03-06,Technology,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,S3,NON-PROD,71.31
2025-03-06,Technology,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Virtual Machines,PROD,205.65
2025-03-06,Technology,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,DynamoDB,NON-PROD,67.11
2025-03-07,Infrastructure,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Redshift,PROD,116.26
2025-03-07,Engineering,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Cloud Functions,PROD,329.71
2025-03-07,Infrastructure,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,RDS,NON-PROD,95.24
2025-03-07,Infrastructure,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,SQL Database,NON-PROD,62.8
2025-03-07,Technology,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,SQL Database,PROD,188.92
2025-03-07,Technology,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Compute Engine,NON-PROD,54.84
2025-03-07,Infrastructure,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Functions,NON-PROD,45.39
2025-03-07,Infrastructure,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Redshift,NON-PROD,41.88
2025-03-07,Infrastructure,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Blob Storage,NON-PROD,123.39
2025-03-07,Technology,GCP,Content,API,498,Content API,Content Management,API Gateway,Cloud Storage,PROD,136.36
2025-03-07,Technology,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Cloud Storage,PROD,115.45
2025-03-07,Engineering,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,CosmosDB,PROD,250.74
2025-03-07,Engineering,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,DynamoDB,NON-PROD,127.28
2025-03-07,Technology,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Compute Engine,NON-PROD,43.81
2025-03-07,Infrastructure,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,RDS,PROD,336.56
2025-03-07,Engineering,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Firestore,PROD,251.59
2025-03-07,Technology,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Functions,PROD,216.42
2025-03-07,Engineering,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Synapse,PROD,331.55
2025-03-07,Engineering,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Blob Storage,PROD,111.29
2025-03-07,Technology,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,DynamoDB,NON-PROD,102.27
2025-03-07,Infrastructure,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,BigQuery,PROD,223.1
2025-03-07,Infrastructure,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,SQL Database,PROD,237.25
2025-03-07,Technology,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,EC2,PROD,166.55
2025-03-07,Technology,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Storage,PROD,333.96
2025-03-07,Infrastructure,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Functions,PROD,236.16
2025-03-07,Infrastructure,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Compute Engine,NON-PROD,72.01
2025-03-08,Engineering,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,BigQuery,NON-PROD,63.65
2025-03-08,Technology,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Functions,NON-PROD,30.93
2025-03-08,Engineering,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,DynamoDB,PROD,173.73
2025-03-08,Technology,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Functions,PROD,112.34
2025-03-08,Engineering,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Fargate,NON-PROD,59.4
2025-03-08,Engineering,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,CosmosDB,NON-PROD,78.68
2025-03-08,Infrastructure,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Synapse,NON-PROD,57.52
2025-03-08,Infrastructure,GCP,Content,API,498,Content API,Content Management,API Gateway,Compute Engine,PROD,171.6
2025-03-08,Infrastructure,Azure,Content,API,498,Content API,Content Management,API Gateway,Synapse,PROD,59.29
2025-03-08,Technology,AWS,Content,API,498,Content API,Content Management,API Gateway,Fargate,NON-PROD,61.17
2025-03-08,Engineering,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Virtual Machines,NON-PROD,32.47
2025-03-08,Technology,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Cloud Storage,PROD,196.26
2025-03-08,Engineering,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Lambda,PROD,61.43
2025-03-08,Infrastructure,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Functions,PROD,119.88
2025-03-08,Engineering,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Fargate,PROD,175.1
2025-03-08,Infrastructure,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,BigQuery,PROD,143.76
2025-03-08,Technology,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Functions,PROD,172.29
2025-03-08,Technology,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Lambda,NON-PROD,44.06
2025-03-08,Infrastructure,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Functions,NON-PROD,63.66
2025-03-08,Infrastructure,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,S3,PROD,143.5
2025-03-08,Technology,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Firestore,PROD,113.86
2025-03-08,Technology,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,SQL Database,PROD,118.95
2025-03-08,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Synapse,PROD,194.6
2025-03-08,Technology,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,S3,NON-PROD,31.59
2025-03-08,Technology,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Storage,NON-PROD,38.66
2025-03-09,Engineering,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Redshift,PROD,103.37
2025-03-09,Technology,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Firestore,NON-PROD,74.59
2025-03-09,Technology,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Synapse,PROD,182.3
2025-03-09,Engineering,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Redshift,NON-PROD,81.37
2025-03-09,Infrastructure,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Cloud Functions,NON-PROD,23.31
2025-03-09,Technology,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,CosmosDB,NON-PROD,75.0
2025-03-09,Infrastructure,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,Lambda,PROD,128.89
2025-03-09,Infrastructure,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Storage,PROD,176.55
2025-03-09,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Firestore,NON-PROD,69.92
2025-03-09,Infrastructure,AWS,Content,API,498,Content API,Content Management,API Gateway,Lambda,PROD,97.49
2025-03-09,Engineering,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Redshift,PROD,72.16
2025-03-09,Technology,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Firestore,PROD,182.48
2025-03-09,Technology,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,RDS,NON-PROD,73.08
2025-03-09,Engineering,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Cloud Functions,NON-PROD,73.19
2025-03-09,Engineering,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,S3,PROD,82.6
2025-03-09,Technology,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Fargate,NON-PROD,34.67
2025-03-09,Engineering,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Compute Engine,NON-PROD,37.23
2025-03-09,Technology,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,SQL Database,NON-PROD,70.56
2025-03-09,Technology,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Storage,PROD,72.1
2025-03-09,Infrastructure,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,CosmosDB,PROD,128.69
2025-03-09,Infrastructure,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Virtual Machines,NON-PROD,30.01
2025-03-09,Technology,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Functions,PROD,66.75
2025-03-09,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,RDS,NON-PROD,70.12
2025-03-10,Technology,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,RDS,NON-PROD,43.75
2025-03-10,Technology,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,CosmosDB,NON-PROD,114.17
2025-03-10,Technology,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Fargate,PROD,219.01
2025-03-10,Engineering,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Cloud Functions,NON-PROD,41.99
2025-03-10,Technology,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,Functions,NON-PROD,57.15
2025-03-10,Infrastructure,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,Lambda,PROD,276.29
2025-03-10,Technology,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,RDS,PROD,96.89
2025-03-10,Technology,GCP,Content,API,498,Content API,Content Management,API Gateway,Cloud Storage,PROD,107.99
2025-03-10,Infrastructure,Azure,Content,API,498,Content API,Content Management,API Gateway,CosmosDB,PROD,209.8
2025-03-10,Infrastructure,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,S3,NON-PROD,133.91
2025-03-10,Technology,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,BigQuery,PROD,225.18
2025-03-10,Infrastructure,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,SQL Database,PROD,335.65
2025-03-10,Engineering,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,EC2,PROD,141.56
2025-03-10,Infrastructure,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Functions,PROD,214.28
2025-03-10,Infrastructure,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Blob Storage,NON-PROD,78.68
2025-03-10,Engineering,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Redshift,PROD,200.23
2025-03-10,Technology,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Blob Storage,PROD,180.59
2025-03-10,Technology,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Virtual Machines,NON-PROD,40.57
2025-03-10,Infrastructure,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Compute Engine,NON-PROD,125.74
2025-03-10,Engineering,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,RDS,PROD,262.45
2025-03-10,Engineering,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Storage,PROD,102.37
2025-03-10,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,CosmosDB,PROD,296.84
2025-03-11,Technology,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,EC2,PROD,257.01
2025-03-11,Engineering,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,CosmosDB,NON-PROD,92.18
2025-03-11,Engineering,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,SQL Database,PROD,144.17
2025-03-11,Technology,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Firestore,NON-PROD,99.23
2025-03-11,Engineering,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,SQL Database,NON-PROD,43.99
2025-03-11,Infrastructure,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,SQL Database,PROD,216.94
2025-03-11,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Run,PROD,335.92
2025-03-11,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,BigQuery,NON-PROD,69.74
2025-03-11,Infrastructure,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Virtual Machines,NON-PROD,91.99
2025-03-11,Infrastructure,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,S3,PROD,249.83
2025-03-11,Technology,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,CosmosDB,PROD,239.51
2025-03-11,Infrastructure,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,CosmosDB,NON-PROD,36.72
2025-03-11,Infrastructure,GCP,Content,API,498,Content API,Content Management,API Gateway,Cloud Run,PROD,169.81
2025-03-11,Infrastructure,Azure,Content,API,498,Content API,Content Management,API Gateway,Virtual Machines,NON-PROD,123.54
2025-03-11,Infrastructure,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,SQL Database,PROD,103.62
2025-03-11,Technology,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Cloud Functions,NON-PROD,134.78
2025-03-11,Technology,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Functions,PROD,288.64
2025-03-11,Technology,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,S3,NON-PROD,102.5
2025-03-11,Infrastructure,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Synapse,NON-PROD,64.76
2025-03-11,Technology,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Functions,PROD,140.56
2025-03-11,Technology,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Redshift,NON-PROD,79.2
2025-03-11,Engineering,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,SQL Database,NON-PROD,109.37
2025-03-11,Technology,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,CosmosDB,NON-PROD,91.08
2025-03-11,Technology,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Cloud Run,PROD,106.71
2025-03-11,Engineering,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,EC2,NON-PROD,61.87
2025-03-11,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Redshift,PROD,95.26
2025-03-11,Infrastructure,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,DynamoDB,PROD,288.33
2025-03-11,Engineering,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Functions,PROD,95.43
2025-03-11,Engineering,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Fargate,NON-PROD,49.65
2025-03-12,Technology,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Fargate,PROD,270.02
2025-03-12,Infrastructure,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Cloud Storage,PROD,224.27
2025-03-12,Engineering,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Compute Engine,NON-PROD,77.3
2025-03-12,Engineering,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,EC2,PROD,106.43
2025-03-12,Engineering,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,Fargate,PROD,160.5
2025-03-12,Technology,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Functions,PROD,280.49
2025-03-12,Technology,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Run,NON-PROD,58.5
2025-03-12,Technology,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,RDS,PROD,101.53
2025-03-12,Technology,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Cloud Functions,PROD,265.25
2025-03-12,Technology,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,SQL Database,PROD,98.81
2025-03-12,Technology,AWS,Content,API,498,Content API,Content Management,API Gateway,Lambda,NON-PROD,91.08
2025-03-12,Technology,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,S3,NON-PROD,112.82
2025-03-12,Infrastructure,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,DynamoDB,PROD,131.92
2025-03-12,Infrastructure,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Run,PROD,252.33
2025-03-12,Engineering,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Virtual Machines,NON-PROD,115.66
2025-03-12,Infrastructure,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Firestore,NON-PROD,96.87
